change_source,changed_property,changed_value_new,changed_value_old,entity_id,id,last_modified,nango_metadata_cursor,nango_metadata_first_seen_at,nango_metadata_last_action,nango_metadata_last_modified_at,properties_address,properties_address2,properties_annualrevenue,properties_city,properties_closedate,properties_country,properties_createdate,properties_days_to_close,properties_description,properties_domain,properties_ds_liurl,properties_ds_liwebsite,properties_engagements_last_meeting_booked,properties_facebook_company_page,properties_first_contact_createdate,properties_first_conversion_date,properties_first_conversion_event_name,properties_first_deal_created_date,properties_founded_year,properties_hs_all_accessible_team_ids,properties_hs_all_assigned_business_unit_ids,properties_hs_all_owner_ids,properties_hs_all_team_ids,properties_hs_analytics_first_timestamp,properties_hs_analytics_first_touch_converting_campaign,properties_hs_analytics_first_visit_timestamp,properties_hs_analytics_last_timestamp,properties_hs_analytics_last_touch_converting_campaign,properties_hs_analytics_last_visit_timestamp,properties_hs_analytics_latest_source,properties_hs_analytics_latest_source_data_1,properties_hs_analytics_latest_source_data_2,properties_hs_analytics_latest_source_timestamp,properties_hs_analytics_num_page_views,properties_hs_analytics_num_visits,properties_hs_analytics_source,properties_hs_analytics_source_data_1,properties_hs_analytics_source_data_2,properties_hs_annual_revenue_currency_code,properties_hs_country_code,properties_hs_created_by_user_id,properties_hs_date_entered_customer,properties_hs_date_entered_lead,properties_hs_date_entered_opportunity,properties_hs_date_exited_lead,properties_hs_date_exited_opportunity,properties_hs_employee_range,properties_hs_industry_group,properties_hs_is_enriched,properties_hs_keywords,properties_hs_last_booked_meeting_date,properties_hs_last_logged_call_date,properties_hs_last_logged_outgoing_email_date,properties_hs_last_open_task_date,properties_hs_last_sales_activity_date,properties_hs_last_sales_activity_timestamp,properties_hs_last_sales_activity_type,properties_hs_lastmodifieddate,properties_hs_latest_meeting_activity,properties_hs_linkedin_handle,properties_hs_logo_url,properties_hs_notes_last_activity,properties_hs_notes_next_activity,properties_hs_notes_next_activity_type,properties_hs_num_blockers,properties_hs_num_child_companies,properties_hs_num_contacts_with_buying_roles,properties_hs_num_decision_makers,properties_hs_num_open_deals,properties_hs_object_id,properties_hs_object_source,properties_hs_object_source_detail_1,properties_hs_object_source_id,properties_hs_object_source_label,properties_hs_object_source_user_id,properties_hs_pipeline,properties_hs_predictivecontactscore_v2,properties_hs_revenue_range,properties_hs_sales_email_last_replied,properties_hs_state_code,properties_hs_target_account_probability,properties_hs_task_label,properties_hs_time_in_customer,properties_hs_time_in_lead,properties_hs_time_in_opportunity,properties_hs_total_deal_value,properties_hs_unique_creation_key,properties_hs_updated_by_user_id,properties_hs_user_ids_of_all_owners,properties_hs_v2_cumulative_time_in_lead,properties_hs_v2_date_entered_lead,properties_hs_v2_date_entered_opportunity,properties_hs_v2_date_exited_lead,properties_hs_v2_latest_time_in_lead,properties_hs_was_imported,properties_hubspot_owner_assigneddate,properties_hubspot_owner_id,properties_hubspot_team_id,properties_industry,properties_is_public,properties_lifecyclestage,properties_linkedin_company_page,properties_linkedinbio,properties_name,properties_notes_last_contacted,properties_notes_last_updated,properties_notes_next_activity_date,properties_num_associated_contacts,properties_num_associated_deals,properties_num_contacted_notes,properties_num_conversion_events,properties_num_notes,properties_numberofemployees,properties_phone,properties_recent_conversion_date,properties_recent_conversion_event_name,properties_recent_deal_amount,properties_recent_deal_close_date,properties_state,properties_timezone,properties_total_money_raised,properties_total_revenue,properties_twitterhandle,properties_type,properties_web_technologies,properties_website,properties_zip,record_id,snapshot_timestamp,source_id,updated_ts,dbt_valid_from,dbt_valid_to,version_n
current,,,,130586409695,130586409695,2025-07-30 06:14:30.164000000,,,,,,,,,,,2025-07-30 06:13:21.204000000,,,interos.ai,,,,,2025-07-30 06:13:20.703000000,,,,,,,,,2025-07-30 06:13:00,,,,,,OFFLINE,INTEGRATION,227093,2025-07-30 06:13:00,0.0,0.0,OFFLINE,INTEGRATION,227093,USD,,,,2025-07-30 06:13:21.204000000,,,,,,,,,,,,,,,2025-07-30 06:14:30.164000000,,,https://na1.hubspot-logos.com/e799be87-a460-4618-bac7-2636f086a5d3,,,,0,0,0,0,0,130586409695,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,,,0.3862511813640594,Interos,,3300793227.0,,,,,,,,,,,,,,,,,lead,,,Interos,,,,1,,,0.0,0.0,,,,,,,,,,,,,,interos.ai,,f1cc8e5afd64c0cd0c51f58d4a1c6623,2025-09-06 11:06:53,,2025-09-06 11:06:53.952000000,2025-09-06 11:06:53.952000000,,4
current,,,,130586409695,130586409695,2025-07-30 06:14:30.164000000,,,,,,,,,,,2025-07-30 06:13:21.204000000,,,interos.ai,,,,,2025-07-30 06:13:20.703000000,,,,,,,,,2025-07-30 06:13:00,,,,,,OFFLINE,INTEGRATION,227093,2025-07-30 06:13:00,0.0,0.0,OFFLINE,INTEGRATION,227093,USD,,,,2025-07-30 06:13:21.204000000,,,,,,,,,,,,,,,2025-07-30 06:14:30.164000000,,,https://na1.hubspot-logos.com/e799be87-a460-4618-bac7-2636f086a5d3,,,,0,0,0,0,0,130586409695,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,,,0.3862511813640594,Interos,,3473589592.0,,,,,,,,,,,,,,,,,lead,,,Interos,,,,1,,,0.0,0.0,,,,,,,,,,,,,,interos.ai,,bd8bab95db5def0b9f08d1ccd62128c4,2025-09-08 11:06:39,,2025-09-08 11:06:39.850000000,2025-09-08 11:06:39.850000000,,5
current,,,,130586409695,130586409695,2025-07-30 06:14:30.164000000,,,,,,,,,,,2025-07-30 06:13:21.204000000,,,interos.ai,,,,,2025-07-30 06:13:20.703000000,,,,,,,,,2025-07-30 06:13:00,,,,,,OFFLINE,INTEGRATION,227093,2025-07-30 06:13:00,0.0,0.0,OFFLINE,INTEGRATION,227093,USD,,,,2025-07-30 06:13:21.204000000,,,,,,,,,,,,,,,2025-07-30 06:14:30.164000000,,,https://na1.hubspot-logos.com/e799be87-a460-4618-bac7-2636f086a5d3,,,,0,0,0,0,0,130586409695,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,,,0.3862511813640594,Interos,,3560060833.0,,,,,,,,,,,,,,,,,lead,,,Interos,,,,1,,,0.0,0.0,,,,,,,,,,,,,,interos.ai,,628209546552ccd00ac8f298b8f487f8,2025-09-09 11:07:44,,2025-09-09 11:07:44.629000000,2025-09-09 11:07:44.629000000,,6
CALCULATED,hs_lastmodifieddate,,,130587322045,130587322045,2025-07-30 05:19:06.969000000,,,,,,,,,,,2025-07-29 21:58:09.367000000,,,impel.ai,,,,,2025-07-29 21:58:08.894000000,,,,,,,,,2025-07-29 21:58:00,,,,,,OFFLINE,INTEGRATION,227093,2025-07-30 00:53:00,0.0,0.0,OFFLINE,INTEGRATION,227093,USD,,,,2025-07-29 21:58:09.367000000,,,,,,,,,,,,,,,2025-07-30 00:54:55.700000000,,,https://na1.hubspot-logos.com/9fdd4589-5135-428d-8f1d-cf37001a6bc9,,,,0,0,0,0,0,130587322045,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,,,0.5596858859062195,Impel,,,,,,,,,,,,,,,,,,,lead,,,Impel,,,,2,,,0.0,0.0,,,,,,,,,,,,,,impel.ai,,c49437441fd2d17ff9603e6942449218,2025-07-30 00:54:55,,2025-07-30 00:54:55.700000000,2025-07-30 00:54:55.700000000,,1
CALCULATED,hs_lastmodifieddate,,,130587322045,130587322045,2025-07-30 05:19:06.969000000,,,,,,,,,,,2025-07-29 21:58:09.367000000,,,impel.ai,,,,,2025-07-29 21:58:08.894000000,,,,,,,,,2025-07-29 21:58:00,,,,,,OFFLINE,INTEGRATION,227093,2025-07-30 05:17:00,0.0,0.0,OFFLINE,INTEGRATION,227093,USD,,,,2025-07-29 21:58:09.367000000,,,,,,,,,,,,,,,2025-07-30 05:19:06.969000000,,,https://na1.hubspot-logos.com/9fdd4589-5135-428d-8f1d-cf37001a6bc9,,,,0,0,0,0,0,130587322045,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,,,0.6309413909912109,Impel,,,,,,,,,,,,,,,,,,,lead,,,Impel,,,,3,,,0.0,0.0,,,,,,,,,,,,,,impel.ai,,ffff0ee9b697d4aabd670340ba95c91f,2025-07-30 05:19:06,,2025-07-30 05:19:06.969000000,2025-07-30 05:19:06.969000000,,2
current,,,,130587322045,130587322045,2025-07-30 05:19:06.969000000,,,,,,,,,,,2025-07-29 21:58:09.367000000,,,impel.ai,,,,,2025-07-29 21:58:08.894000000,,,,,,,,,2025-07-29 21:58:00,,,,,,OFFLINE,INTEGRATION,227093,2025-07-30 05:17:00,0.0,0.0,OFFLINE,INTEGRATION,227093,USD,,,,2025-07-29 21:58:09.367000000,,,,,,,,,,,,,,,2025-07-30 05:19:06.969000000,,,https://na1.hubspot-logos.com/9fdd4589-5135-428d-8f1d-cf37001a6bc9,,,,0,0,0,0,0,130587322045,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,,,0.6309413909912109,Impel,,3071245813.0,,,,,,,,,,,,,,,,,lead,,,Impel,,,,3,,,0.0,0.0,,,,,,,,,,,,,,impel.ai,,6039bd4bf5bede94765c34d9820d8ede,2025-09-03 11:05:42,,2025-09-03 11:05:42.595000000,2025-09-03 11:05:42.595000000,,3
current,,,,130587322045,130587322045,2025-07-30 05:19:06.969000000,,,,,,,,,,,2025-07-29 21:58:09.367000000,,,impel.ai,,,,,2025-07-29 21:58:08.894000000,,,,,,,,,2025-07-29 21:58:00,,,,,,OFFLINE,INTEGRATION,227093,2025-07-30 05:17:00,0.0,0.0,OFFLINE,INTEGRATION,227093,USD,,,,2025-07-29 21:58:09.367000000,,,,,,,,,,,,,,,2025-07-30 05:19:06.969000000,,,https://na1.hubspot-logos.com/9fdd4589-5135-428d-8f1d-cf37001a6bc9,,,,0,0,0,0,0,130587322045,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,,,0.6309413909912109,Impel,,3243996504.0,,,,,,,,,,,,,,,,,lead,,,Impel,,,,3,,,0.0,0.0,,,,,,,,,,,,,,impel.ai,,18a1fbaaaa88585e729af06d2d1c01bf,2025-09-05 11:04:47,,2025-09-05 11:04:47.794000000,2025-09-05 11:04:47.794000000,,4
current,,,,130587322045,130587322045,2025-07-30 05:19:06.969000000,,,,,,,,,,,2025-07-29 21:58:09.367000000,,,impel.ai,,,,,2025-07-29 21:58:08.894000000,,,,,,,,,2025-07-29 21:58:00,,,,,,OFFLINE,INTEGRATION,227093,2025-07-30 05:17:00,0.0,0.0,OFFLINE,INTEGRATION,227093,USD,,,,2025-07-29 21:58:09.367000000,,,,,,,,,,,,,,,2025-07-30 05:19:06.969000000,,,https://na1.hubspot-logos.com/9fdd4589-5135-428d-8f1d-cf37001a6bc9,,,,0,0,0,0,0,130587322045,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,,,0.6309413909912109,Impel,,3330505066.0,,,,,,,,,,,,,,,,,lead,,,Impel,,,,3,,,0.0,0.0,,,,,,,,,,,,,,impel.ai,,c8625185691dd737a815e2a23048c5cd,2025-09-06 11:06:54,,2025-09-06 11:06:54.574000000,2025-09-06 11:06:54.574000000,,5
current,,,,130587322045,130587322045,2025-07-30 05:19:06.969000000,,,,,,,,,,,2025-07-29 21:58:09.367000000,,,impel.ai,,,,,2025-07-29 21:58:08.894000000,,,,,,,,,2025-07-29 21:58:00,,,,,,OFFLINE,INTEGRATION,227093,2025-07-30 05:17:00,0.0,0.0,OFFLINE,INTEGRATION,227093,USD,,,,2025-07-29 21:58:09.367000000,,,,,,,,,,,,,,,2025-07-30 05:19:06.969000000,,,https://na1.hubspot-logos.com/9fdd4589-5135-428d-8f1d-cf37001a6bc9,,,,0,0,0,0,0,130587322045,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,,,0.6309413909912109,Impel,,3503301426.0,,,,,,,,,,,,,,,,,lead,,,Impel,,,,3,,,0.0,0.0,,,,,,,,,,,,,,impel.ai,,888641024b824bb90c615ef672ec2581,2025-09-08 11:06:40,,2025-09-08 11:06:40.088000000,2025-09-08 11:06:40.088000000,,6
current,,,,130587322045,130587322045,2025-07-30 05:19:06.969000000,,,,,,,,,,,2025-07-29 21:58:09.367000000,,,impel.ai,,,,,2025-07-29 21:58:08.894000000,,,,,,,,,2025-07-29 21:58:00,,,,,,OFFLINE,INTEGRATION,227093,2025-07-30 05:17:00,0.0,0.0,OFFLINE,INTEGRATION,227093,USD,,,,2025-07-29 21:58:09.367000000,,,,,,,,,,,,,,,2025-07-30 05:19:06.969000000,,,https://na1.hubspot-logos.com/9fdd4589-5135-428d-8f1d-cf37001a6bc9,,,,0,0,0,0,0,130587322045,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,,,0.6309413909912109,Impel,,3589772672.0,,,,,,,,,,,,,,,,,lead,,,Impel,,,,3,,,0.0,0.0,,,,,,,,,,,,,,impel.ai,,e1057fd6217fe64e6e7e7ac433d1b42a,2025-09-09 11:07:43,,2025-09-09 11:07:43.071000000,2025-09-09 11:07:43.071000000,,7
,,,,130587322045,130587322045,2025-09-12 23:10:55.147000000,,,,,,,,,,,2025-07-29 21:58:09.367000000,,,impel.ai,,,,,2025-07-29 21:58:08.894000000,,,,,,,,,2025-07-29 21:58:00,,,,,,OFFLINE,INTEGRATION,227093,2025-07-30 05:17:00,0.0,0.0,OFFLINE,INTEGRATION,227093,USD,,,,2025-07-29 21:58:09.367000000,,,,,,,,,2025-09-12 23:10:53.842000000,,,,,,2025-09-12 23:10:55.147000000,,,https://na1.hubspot-logos.com/9fdd4589-5135-428d-8f1d-cf37001a6bc9,0-48-196383543014,,,0,0,0,0,0,130587322045,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,,,0.6409266591072083,Impel,,4763874663.0,,,,159930521.0,,,,,,,,,,,,,lead,,,Impel,2025-09-12 23:10:53.842000000,2025-09-12 23:10:53.842000000,,3,,3.0,0.0,3.0,,3153956301,,,,,,,,,,,,impel.ai,,f129c599f68be39e22a642aa03e95b6b,,,2025-09-12 23:10:55.147000000,2025-09-12 23:10:55.147000000,,8
CALCULATED,hs_lastmodifieddate,,,130589016782,130589016782,2025-07-30 20:51:13.886000000,,,,,,,,,,,2025-07-30 20:50:00.806000000,,,k4connect.com,,,,,2025-07-30 20:50:00.331000000,,,,,,,,,2025-07-30 20:50:00,,,,,,OFFLINE,INTEGRATION,227093,2025-07-30 20:50:00,0.0,0.0,OFFLINE,INTEGRATION,227093,USD,,,,2025-07-30 20:50:00.806000000,,,,,,,,,,,,,,,2025-07-30 20:51:13.886000000,,,https://na1.hubspot-logos.com/68754815-ab46-4353-a974-3ef10678e673,,,,0,0,0,0,0,130589016782,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,,,0.3862511813640594,K4Connect,,,,,,,,,,,,,,,,,,,lead,,,K4Connect,,,,1,,,0.0,0.0,,,,,,,,,,,,,,k4connect.com,,afd7d58d4d8c72b32f65f0173de0d56f,2025-07-30 20:51:13,,2025-07-30 20:51:13.886000000,2025-07-30 20:51:13.886000000,,1
current,,,,130589016782,130589016782,2025-07-30 20:51:13.886000000,,,,,,,,,,,2025-07-30 20:50:00.806000000,,,k4connect.com,,,,,2025-07-30 20:50:00.331000000,,,,,,,,,2025-07-30 20:50:00,,,,,,OFFLINE,INTEGRATION,227093,2025-07-30 20:50:00,0.0,0.0,OFFLINE,INTEGRATION,227093,USD,,,,2025-07-30 20:50:00.806000000,,,,,,,,,,,,,,,2025-07-30 20:51:13.886000000,,,https://na1.hubspot-logos.com/68754815-ab46-4353-a974-3ef10678e673,,,,0,0,0,0,0,130589016782,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,,,0.3862511813640594,K4Connect,,2988942901.0,,,,,,,,,,,,,,,,,lead,,,K4Connect,,,,1,,,0.0,0.0,,,,,,,,,,,,,,k4connect.com,,12626e7d4603c0effab2832d3959b1a5,2025-09-03 11:05:46,,2025-09-03 11:05:46.057000000,2025-09-03 11:05:46.057000000,,2
current,,,,130589016782,130589016782,2025-07-30 20:51:13.886000000,,,,,,,,,,,2025-07-30 20:50:00.806000000,,,k4connect.com,,,,,2025-07-30 20:50:00.331000000,,,,,,,,,2025-07-30 20:50:00,,,,,,OFFLINE,INTEGRATION,227093,2025-07-30 20:50:00,0.0,0.0,OFFLINE,INTEGRATION,227093,USD,,,,2025-07-30 20:50:00.806000000,,,,,,,,,,,,,,,2025-07-30 20:51:13.886000000,,,https://na1.hubspot-logos.com/68754815-ab46-4353-a974-3ef10678e673,,,,0,0,0,0,0,130589016782,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,,,0.3862511813640594,K4Connect,,3161685061.0,,,,,,,,,,,,,,,,,lead,,,K4Connect,,,,1,,,0.0,0.0,,,,,,,,,,,,,,k4connect.com,,a2ce3709aa3a3e816217883344f984c6,2025-09-05 11:04:47,,2025-09-05 11:04:47.715000000,2025-09-05 11:04:47.715000000,,3
current,,,,130589016782,130589016782,2025-07-30 20:51:13.886000000,,,,,,,,,,,2025-07-30 20:50:00.806000000,,,k4connect.com,,,,,2025-07-30 20:50:00.331000000,,,,,,,,,2025-07-30 20:50:00,,,,,,OFFLINE,INTEGRATION,227093,2025-07-30 20:50:00,0.0,0.0,OFFLINE,INTEGRATION,227093,USD,,,,2025-07-30 20:50:00.806000000,,,,,,,,,,,,,,,2025-07-30 20:51:13.886000000,,,https://na1.hubspot-logos.com/68754815-ab46-4353-a974-3ef10678e673,,,,0,0,0,0,0,130589016782,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,,,0.3862511813640594,K4Connect,,3248193631.0,,,,,,,,,,,,,,,,,lead,,,K4Connect,,,,1,,,0.0,0.0,,,,,,,,,,,,,,k4connect.com,,2c6bbcdacccb4be5b1088a504d97a963,2025-09-06 11:06:53,,2025-09-06 11:06:53.569000000,2025-09-06 11:06:53.569000000,,4
current,,,,130589016782,130589016782,2025-07-30 20:51:13.886000000,,,,,,,,,,,2025-07-30 20:50:00.806000000,,,k4connect.com,,,,,2025-07-30 20:50:00.331000000,,,,,,,,,2025-07-30 20:50:00,,,,,,OFFLINE,INTEGRATION,227093,2025-07-30 20:50:00,0.0,0.0,OFFLINE,INTEGRATION,227093,USD,,,,2025-07-30 20:50:00.806000000,,,,,,,,,,,,,,,2025-07-30 20:51:13.886000000,,,https://na1.hubspot-logos.com/68754815-ab46-4353-a974-3ef10678e673,,,,0,0,0,0,0,130589016782,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,,,0.3862511813640594,K4Connect,,3420989979.0,,,,,,,,,,,,,,,,,lead,,,K4Connect,,,,1,,,0.0,0.0,,,,,,,,,,,,,,k4connect.com,,88c6870aab0e435865f57277dad932c0,2025-09-08 11:06:38,,2025-09-08 11:06:38.458000000,2025-09-08 11:06:38.458000000,,5
current,,,,130589016782,130589016782,2025-07-30 20:51:13.886000000,,,,,,,,,,,2025-07-30 20:50:00.806000000,,,k4connect.com,,,,,2025-07-30 20:50:00.331000000,,,,,,,,,2025-07-30 20:50:00,,,,,,OFFLINE,INTEGRATION,227093,2025-07-30 20:50:00,0.0,0.0,OFFLINE,INTEGRATION,227093,USD,,,,2025-07-30 20:50:00.806000000,,,,,,,,,,,,,,,2025-07-30 20:51:13.886000000,,,https://na1.hubspot-logos.com/68754815-ab46-4353-a974-3ef10678e673,,,,0,0,0,0,0,130589016782,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,,,0.3862511813640594,K4Connect,,3507461235.0,,,,,,,,,,,,,,,,,lead,,,K4Connect,,,,1,,,0.0,0.0,,,,,,,,,,,,,,k4connect.com,,4c4d456229338d4b37168bdbd925d2e9,2025-09-09 11:07:44,,2025-09-09 11:07:44.665000000,2025-09-09 11:07:44.665000000,,6
,,,,130589016782,130589016782,2025-09-12 22:18:41.807000000,,,,,,,,,,,2025-07-30 20:50:00.806000000,,,k4connect.com,,,,,2025-07-30 20:50:00.331000000,,,,,,,,,2025-07-30 20:50:00,,,,,,OFFLINE,INTEGRATION,227093,2025-07-30 20:50:00,0.0,0.0,OFFLINE,INTEGRATION,227093,USD,,,,2025-07-30 20:50:00.806000000,,,,,,,,,2025-09-12 22:18:39.771000000,,,,,,2025-09-12 22:18:41.807000000,,,https://na1.hubspot-logos.com/68754815-ab46-4353-a974-3ef10678e673,0-48-196318932695,,,0,0,0,0,0,130589016782,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,,,0.3862511813640594,K4Connect,,4675867245.0,,,,,,,,,,,,,,,,,lead,,,K4Connect,2025-09-12 22:18:39.771000000,2025-09-12 22:18:39.771000000,,1,,1.0,0.0,1.0,,,,,,,,,,,,,,k4connect.com,,bea391f2f3d7db992e09e5729f9d73de,,,2025-09-12 22:18:41.807000000,2025-09-12 22:18:41.807000000,,7
,,,,130589016782,130589016782,2025-09-30 01:42:13.214000000,MjAyNS0xMC0wMlQxODoxOTo1OS44MDgzMTcrMDA6MDB8fDEyMTM0ODgzLThiMDEtNTk0My1iYzRmLWFmOTJiMmM0NmU5ZA==,2025-10-02 23:19:59.808317000,ADDED,2025-10-02 23:19:59.808317000,,,,,,,2025-07-30 20:50:00.806000000,,,k4connect.com,,,,,2025-07-30 20:50:00.331000000,,,,,,,,,2025-07-30 20:50:00,,,,,,OFFLINE,INTEGRATION,227093,2025-07-30 20:50:00,0.0,0.0,OFFLINE,INTEGRATION,227093,USD,,,,2025-07-30 20:50:00.806000000,,,,,,,,,2025-09-30 01:40:53,,,,,,2025-09-30 01:42:13.214000000,,,https://na1.hubspot-logos.com/68754815-ab46-4353-a974-3ef10678e673,0-48-209361664719,,,0,0,0,0,0,130589016782,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,,,0.4084651470184326,K4Connect,,5538597895.0,,,,,,,,,,,,,,,,,lead,,,K4Connect,2025-09-30 01:40:53,2025-09-30 01:40:53,,1,,2.0,0.0,2.0,,,,,,,,,,,,,,k4connect.com,,c4233a49b3c88ca84c98a50f8ddec515,,,2025-09-30 01:42:13.214000000,2025-09-30 01:42:13.214000000,,8
CALCULATED,hs_lastmodifieddate,,,130611294916,130611294916,2025-09-06 02:22:59.062000000,,,,,,,,,,,2025-07-30 01:26:23.209000000,,,simondata.com,,,,,2025-07-30 01:26:21.938000000,,,,,,,,,2025-07-30 01:26:00,,,,,,OFFLINE,INTEGRATION,227093,2025-07-30 01:26:00,0.0,0.0,OFFLINE,INTEGRATION,227093,USD,,,,2025-07-30 01:26:23.209000000,,,,,,,,,,,,,,,2025-07-30 01:27:37.094000000,,,https://na1.hubspot-logos.com/8ca6e3c7-a78d-4062-8b3f-bc0b1d8727b0,,,,0,0,0,0,0,130611294916,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,,,0.3862511813640594,Simon Data,,,,,,,,,,,,,,,,,,,lead,,,Simon Data,,,,1,,,0.0,0.0,,,,,,,,,,,,,,simondata.com,,fd54dfe20bb7c89035f4888121a19895,2025-07-30 01:27:37,,2025-07-30 01:27:37.094000000,2025-07-30 01:27:37.094000000,,1
current,,,,130611294916,130611294916,2025-07-30 01:27:37.094000000,,,,,,,,,,,2025-07-30 01:26:23.209000000,,,simondata.com,,,,,2025-07-30 01:26:21.938000000,,,,,,,,,2025-07-30 01:26:00,,,,,,OFFLINE,INTEGRATION,227093,2025-07-30 01:26:00,0.0,0.0,OFFLINE,INTEGRATION,227093,USD,,,,2025-07-30 01:26:23.209000000,,,,,,,,,,,,,,,2025-07-30 01:27:37.094000000,,,https://na1.hubspot-logos.com/8ca6e3c7-a78d-4062-8b3f-bc0b1d8727b0,,,,0,0,0,0,0,130611294916,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,,,0.3862511813640594,Simon Data,,3058751972.0,,,,,,,,,,,,,,,,,lead,,,Simon Data,,,,1,,,0.0,0.0,,,,,,,,,,,,,,simondata.com,,8a9e98fb515f268da0341d9b08d9bb10,2025-09-03 11:05:42,,2025-09-03 11:05:42.763000000,2025-09-03 11:05:42.763000000,,2
CALCULATED,hs_lastmodifieddate,,,130611294916,130611294916,2025-09-06 02:22:59.062000000,,,,,,,,,,,2025-07-30 01:26:23.209000000,,,simondata.com,,,,,2025-07-30 01:26:21.938000000,,,,,,,,,2025-07-30 01:26:00,,,,,,OFFLINE,INTEGRATION,227093,2025-07-30 01:26:00,0.0,0.0,OFFLINE,INTEGRATION,227093,USD,,,,2025-07-30 01:26:23.209000000,,,,,,,,,2025-09-05 01:05:07.592000000,,,,,,2025-09-05 01:05:09.416000000,,,https://na1.hubspot-logos.com/8ca6e3c7-a78d-4062-8b3f-bc0b1d8727b0,0-48-192726352624,,,0,0,0,0,0,130611294916,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,,,0.3862511813640594,Simon Data,,,,,,,,,,,,,,,,,,,lead,,,Simon Data,2025-09-05 01:05:07,2025-09-05 01:05:07,,1,,1.0,0.0,1.0,,,,,,,,,,,,,,simondata.com,,effc5123e46273418986cb4d290d7cee,2025-09-05 01:05:09,,2025-09-05 01:05:09.416000000,2025-09-05 01:05:09.416000000,,3
current,,,,130611294916,130611294916,2025-09-05 01:05:09.416000000,,,,,,,,,,,2025-07-30 01:26:23.209000000,,,simondata.com,,,,,2025-07-30 01:26:21.938000000,,,,,,,,,2025-07-30 01:26:00,,,,,,OFFLINE,INTEGRATION,227093,2025-07-30 01:26:00,0.0,0.0,OFFLINE,INTEGRATION,227093,USD,,,,2025-07-30 01:26:23.209000000,,,,,,,,,2025-09-05 01:05:07.592000000,,,,,,2025-09-05 01:05:09.416000000,,,https://na1.hubspot-logos.com/8ca6e3c7-a78d-4062-8b3f-bc0b1d8727b0,0-48-192726352624,,,0,0,0,0,0,130611294916,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,,,0.3862511813640594,Simon Data,,3231547578.0,,,,,,,,,,,,,,,,,lead,,,Simon Data,2025-09-05 01:05:07,2025-09-05 01:05:07,,1,,1.0,0.0,1.0,,,,,,,,,,,,,,simondata.com,,de11c40a07823524f312abe7a41f446c,2025-09-05 11:05:33,,2025-09-05 11:05:33.511000000,2025-09-05 11:05:33.511000000,,4
