change_source,changed_property,changed_value_new,changed_value_old,entity_id,id,last_modified,nango_metadata_cursor,nango_metadata_first_seen_at,nango_metadata_last_action,nango_metadata_last_modified_at,properties_amount,properties_amount_in_home_currency,properties_closed_lost_reason,properties_closedate,properties_createdate,properties_days_to_close,properties_deal_currency_code,properties_dealname,properties_dealstage,properties_dealtype,properties_engagements_last_meeting_booked,properties_hs_actual_duration,properties_hs_all_accessible_team_ids,properties_hs_all_assigned_business_unit_ids,properties_hs_all_owner_ids,properties_hs_all_team_ids,properties_hs_analytics_latest_source,properties_hs_analytics_latest_source_company,properties_hs_analytics_latest_source_contact,properties_hs_analytics_latest_source_data_1,properties_hs_analytics_latest_source_data_1_company,properties_hs_analytics_latest_source_data_1_contact,properties_hs_analytics_latest_source_data_2,properties_hs_analytics_latest_source_data_2_company,properties_hs_analytics_latest_source_data_2_contact,properties_hs_analytics_latest_source_timestamp,properties_hs_analytics_latest_source_timestamp_company,properties_hs_analytics_latest_source_timestamp_contact,properties_hs_analytics_source,properties_hs_analytics_source_data_1,properties_hs_analytics_source_data_2,properties_hs_attributed_team_ids,properties_hs_average_call_duration,properties_hs_closed_amount,properties_hs_closed_amount_in_home_currency,properties_hs_closed_deal_close_date,properties_hs_closed_deal_create_date,properties_hs_closed_won_count,properties_hs_closed_won_date,properties_hs_created_by_user_id,properties_hs_createdate,properties_hs_days_to_close_raw,properties_hs_deal_score,properties_hs_deal_stage_probability,properties_hs_deal_stage_probability_shadow,properties_hs_duration,properties_hs_forecast_amount,properties_hs_forecast_probability,properties_hs_is_closed,properties_hs_is_closed_count,properties_hs_is_closed_lost,properties_hs_is_closed_won,properties_hs_is_deal_split,properties_hs_is_in_first_deal_stage,properties_hs_is_open_count,properties_hs_is_stalled,properties_hs_lastmodifieddate,properties_hs_latest_marketing_email_click_date,properties_hs_latest_meeting_activity,properties_hs_latest_sales_email_click_date,properties_hs_latest_sales_email_open_date,properties_hs_latest_sales_email_reply_date,properties_hs_next_meeting_id,properties_hs_next_meeting_name,properties_hs_next_meeting_start_time,properties_hs_notes_last_activity,properties_hs_notes_next_activity,properties_hs_notes_next_activity_type,properties_hs_num_associated_active_deal_registrations,properties_hs_num_associated_deal_registrations,properties_hs_num_associated_deal_splits,properties_hs_num_of_associated_line_items,properties_hs_num_target_accounts,properties_hs_number_of_call_engagements,properties_hs_number_of_inbound_calls,properties_hs_number_of_outbound_calls,properties_hs_number_of_overdue_tasks,properties_hs_number_of_scheduled_meetings,properties_hs_object_id,properties_hs_object_source,properties_hs_object_source_id,properties_hs_object_source_label,properties_hs_object_source_user_id,properties_hs_open_amount_in_home_currency,properties_hs_open_deal_create_date,properties_hs_primary_associated_company,properties_hs_priority,properties_hs_projected_amount,properties_hs_projected_amount_in_home_currency,properties_hs_sales_email_last_replied,properties_hs_updated_by_user_id,properties_hs_user_ids_of_all_owners,properties_hs_v2_cumulative_time_in_1021675605,properties_hs_v2_cumulative_time_in_1036321159,properties_hs_v2_cumulative_time_in_983301681,properties_hs_v2_cumulative_time_in_983301682,properties_hs_v2_cumulative_time_in_983301686,properties_hs_v2_cumulative_time_in_983990949,properties_hs_v2_cumulative_time_in_appointmentscheduled,properties_hs_v2_cumulative_time_in_decisionmakerboughtin,properties_hs_v2_cumulative_time_in_presentationscheduled,properties_hs_v2_date_entered_1021675605,properties_hs_v2_date_entered_1036321159,properties_hs_v2_date_entered_1113913782,properties_hs_v2_date_entered_983301681,properties_hs_v2_date_entered_983301682,properties_hs_v2_date_entered_983301683,properties_hs_v2_date_entered_983301686,properties_hs_v2_date_entered_983990949,properties_hs_v2_date_entered_appointmentscheduled,properties_hs_v2_date_entered_closedlost,properties_hs_v2_date_entered_closedwon,properties_hs_v2_date_entered_current_stage,properties_hs_v2_date_entered_decisionmakerboughtin,properties_hs_v2_date_entered_presentationscheduled,properties_hs_v2_date_exited_1021675605,properties_hs_v2_date_exited_1036321159,properties_hs_v2_date_exited_983301681,properties_hs_v2_date_exited_983301682,properties_hs_v2_date_exited_983301686,properties_hs_v2_date_exited_983990949,properties_hs_v2_date_exited_appointmentscheduled,properties_hs_v2_date_exited_decisionmakerboughtin,properties_hs_v2_date_exited_presentationscheduled,properties_hs_v2_latest_time_in_1021675605,properties_hs_v2_latest_time_in_1036321159,properties_hs_v2_latest_time_in_983301681,properties_hs_v2_latest_time_in_983301682,properties_hs_v2_latest_time_in_983301686,properties_hs_v2_latest_time_in_983990949,properties_hs_v2_latest_time_in_appointmentscheduled,properties_hs_v2_latest_time_in_decisionmakerboughtin,properties_hs_v2_latest_time_in_presentationscheduled,properties_hs_v2_time_in_current_stage,properties_hs_weighted_pipeline_in_company_currency,properties_hubspot_owner_assigneddate,properties_hubspot_owner_id,properties_hubspot_team_id,properties_notes_last_contacted,properties_notes_last_updated,properties_notes_next_activity_date,properties_num_associated_contacts,properties_num_contacted_notes,properties_num_notes,properties_pipeline,record_id,snapshot_timestamp,source_id,updated_ts,dbt_valid_from,dbt_valid_to,version_n,pipeline_name,stage_name
,,,,156655018701,156655018701,2025-10-02 07:24:11.204000000,MjAyNS0xMC0wMlQxODoxNjowMi45NzkwNTQrMDA6MDB8fDExNjJkNzc1LTM4Y2ItNWE3OS1iNTQ4LTFhOWQ0NzQ2MzNiMQ==,2025-10-02 23:16:02.979054000,ADDED,2025-10-02 23:16:02.979054000,,9000.0,,2025-10-01 03:37:35.204000000,2025-09-06 03:38:05.479000000,24,USD,Premium Plant Services - Op Engine,presentationscheduled,newbusiness,,2159969725.0,,0,159930520,,OFFLINE,OFFLINE,OFFLINE,EXTENSION,EXTENSION,EXTENSION,userId:159930520,userId:159930520,userId:159930520,2025-09-11 21:25:00,2025-09-11 21:25:00,2025-09-11 21:25:00,OFFLINE,CRM_UI,userId:159930520,,,0,0,0,0,0,,159930520,2025-09-06 03:38:05.479000000,24.99965,36.0,0.5999999999999999,0.5999999999999999,,9000.0,,False,0,False,False,False,False,1,,2025-10-02 07:24:11.204000000,,2025-09-24 19:00:00,,2025-09-24 18:56:08.091000000,2025-09-24 18:52:21,,,,0-47-205458046697,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,156655018701,CRM_UI,userId:159930520,CRM_UI,159930520,9000.0,1757111885479,152313476836.0,medium,5400.0,5400.0,2025-09-24 18:52:21,159930520,159930520,,,,,,,509084271.0,,,,,,,,,,,2025-09-06 03:38:05.479000000,,,2025-09-12 01:02:49.750000000,,2025-09-12 01:02:49.750000000,,,,,,,2025-09-12 01:02:49.750000000,,,,,,,,,509084271.0,,,2025-09-12 01:02:49.750000000,5400.0,2025-09-06 03:38:05.479000000,159930520,,2025-09-24 19:00:00,2025-09-24 19:00:00,,2,7.0,10.0,default,255c7f4f7f135fc3ffdcac9d791678df,,,2025-10-02 07:24:11.204000000,2025-10-02 07:24:11.204000000,,7,Sales pipeline,Validate
,,,,158053371614,158053371614,2025-09-18 06:20:41.539000000,,,,,,,,2025-09-10 01:26:29.287000000,2025-09-10 01:26:42.798000000,0,,INE - Plena Customer,983301681,newbusiness,,0.0,,0,1960206904,,OFFLINE,OFFLINE,OFFLINE,EXTENSION,EXTENSION,EXTENSION,userId:75501330,userId:75501330,userId:75501330,2025-09-06 19:19:00,2025-09-06 19:19:00,2025-09-06 19:19:00,OFFLINE,EXTENSION,userId:75501330,,,0,0,0,0,0,,75501330,2025-09-10 01:26:42.798000000,0.0,40.0,0.2,0.2,0.0,,,False,0,False,False,False,True,1,,2025-09-18 06:20:41.539000000,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,,158053371614,CRM_UI,userId:75501330,CRM_UI,75501330,,1757449602798,152261878513.0,,,,,75501330,69585923,,,,,,,,,,,,,2025-09-10 01:26:42.798000000,,,,,,,,2025-09-10 01:26:42.798000000,,,,,,,,,,,,,,,,,,,,,2025-09-10 01:26:42.798000000,,2025-09-10 01:26:42.798000000,1960206904,,,,,1,,0.0,670475952,30f9f2441745c4e4bd247d8073589fa9,,,2025-09-18 06:20:41.539000000,2025-09-18 06:20:41.539000000,,1,Customer Pipeline,Kickoff
,,,,158053371614,158053371614,2025-10-02 19:51:03.011000000,MjAyNS0xMC0wMlQxODoxNjowMi45NzkwNTQrMDA6MDB8fDRlMjMwMmRlLTI3MzEtNTM0Mi04YjI1LWUwMDdjY2ZkNDdlZQ==,2025-10-02 23:16:02.979054000,ADDED,2025-10-02 23:16:02.979054000,,,,2025-09-10 01:26:29.287000000,2025-09-10 01:26:42.798000000,0,,INE - Plena Customer,983301681,newbusiness,,0.0,,0,1960206904,,OFFLINE,OFFLINE,OFFLINE,EXTENSION,IMPORT,EXTENSION,userId:75501330,146197111,userId:75501330,2025-09-06 19:19:00,2025-10-01 21:24:00,2025-09-06 19:19:00,OFFLINE,EXTENSION,userId:75501330,,,0,0,0,0,0,,75501330,2025-09-10 01:26:42.798000000,0.0,37.0,0.2,0.2,,,,False,0,False,False,False,True,1,,2025-10-02 19:51:03.011000000,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,,158053371614,CRM_UI,userId:75501330,CRM_UI,75501330,,1757449602798,152261878513.0,,,,,75501330,69585923,,,,,,,,,,,,,2025-09-10 01:26:42.798000000,,,,,,,,2025-09-10 01:26:42.798000000,,,,,,,,,,,,,,,,,,,,,2025-09-10 01:26:42.798000000,,2025-09-10 01:26:42.798000000,1960206904,,,,,1,,0.0,670475952,a6ecd146e72f4992bef05b0685a9dbdd,,,2025-10-02 19:51:03.011000000,2025-10-02 19:51:03.011000000,,2,Customer Pipeline,Kickoff
,,,,158053371629,158053371629,2025-09-18 06:21:42.277000000,,,,,,,,2025-09-10 01:27:44.658000000,2025-09-10 01:28:04.525000000,0,,Strongpoint Partners - Plena Customer,983301681,,,0.0,,0,1960206904,,OFFLINE,OFFLINE,OFFLINE,EXTENSION,BCC_TO_CRM,EXTENSION,userId:75501330,,userId:75501330,2025-09-06 19:20:00,2025-09-12 00:48:00,2025-09-06 19:20:00,OFFLINE,EXTENSION,userId:75501330,,,0,0,0,0,0,,75501330,2025-09-10 01:28:04.525000000,0.0,37.0,0.2,0.2,0.0,,,False,0,False,False,False,True,1,,2025-09-18 06:21:42.277000000,,,,,,,,,0-46-194430188261,,,0,0,0,0,0,0.0,0.0,0.0,0.0,,158053371629,CRM_UI,userId:75501330,CRM_UI,75501330,,1757449684525,144625309382.0,,,,,75501330,69585923,,,,,,,,,,,,,2025-09-10 01:28:04.525000000,,,,,,,,2025-09-10 01:28:04.525000000,,,,,,,,,,,,,,,,,,,,,2025-09-10 01:28:04.525000000,,2025-09-10 01:28:04.525000000,1960206904,,,2025-09-10 01:33:22.623000000,,1,,1.0,670475952,5bc5517a7bdb7073bdac030d70c398ac,,,2025-09-18 06:21:42.277000000,2025-09-18 06:21:42.277000000,,1,Customer Pipeline,Kickoff
,,,,158053371629,158053371629,2025-10-02 19:51:15.938000000,MjAyNS0xMC0wMlQxODoxNjowMS4xMTQzMzkrMDA6MDB8fDBmNzY1MTQxLTU3MGEtNTUxNy04YTIyLTRmYjgxNjYzYjY4ZQ==,2025-10-02 23:16:01.114339000,ADDED,2025-10-02 23:16:01.114339000,,,,2025-09-10 01:27:44.658000000,2025-09-10 01:28:04.525000000,0,,Strongpoint Partners - Plena Customer,983301681,,,0.0,,0,1960206904,,OFFLINE,OFFLINE,OFFLINE,EXTENSION,BCC_TO_CRM,EXTENSION,userId:75501330,,userId:75501330,2025-09-06 19:20:00,2025-09-12 00:48:00,2025-09-06 19:20:00,OFFLINE,EXTENSION,userId:75501330,,,0,0,0,0,0,,75501330,2025-09-10 01:28:04.525000000,0.0,32.0,0.2,0.2,,,,False,0,False,False,False,True,1,,2025-10-02 19:51:15.938000000,,,,,,,,,0-46-194430188261,,,0,0,0,0,0,0.0,0.0,0.0,0.0,,158053371629,CRM_UI,userId:75501330,CRM_UI,75501330,,1757449684525,144625309382.0,,,,,75501330,69585923,,,,,,,,,,,,,2025-09-10 01:28:04.525000000,,,,,,,,2025-09-10 01:28:04.525000000,,,,,,,,,,,,,,,,,,,,,2025-09-10 01:28:04.525000000,,2025-09-10 01:28:04.525000000,1960206904,,,2025-09-10 01:33:22.623000000,,1,,1.0,670475952,834c1a32598c868ada8682a8f114e9ba,,,2025-10-02 19:51:15.938000000,2025-10-02 19:51:15.938000000,,2,Customer Pipeline,Kickoff
,,,,158053372626,158053372626,2025-09-18 06:18:28.341000000,,,,,,,,2025-09-10 01:34:05.655000000,2025-09-10 01:34:13.605000000,0,,"Juniper Systems, - Plena Customer",983301681,newbusiness,,0.0,348534525.0,0,75501330,348534525.0,OFFLINE,OFFLINE,OFFLINE,EXTENSION,EXTENSION,EXTENSION,userId:75501330,userId:75501330,userId:75501330,2025-09-06 19:22:00,2025-09-06 19:22:00,2025-09-06 19:22:00,OFFLINE,EXTENSION,userId:75501330,348534525.0,,0,0,0,0,0,,75501330,2025-09-10 01:34:13.605000000,0.0,40.0,0.2,0.2,0.0,,,False,0,False,False,False,True,1,,2025-09-18 06:18:28.341000000,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,,158053372626,CRM_UI,userId:75501330,CRM_UI,75501330,,1757450053605,152261879498.0,,,,,75501330,75501330,,,,,,,,,,,,,2025-09-10 01:34:13.605000000,,,,,,,,2025-09-10 01:34:13.605000000,,,,,,,,,,,,,,,,,,,,,2025-09-10 01:34:13.605000000,,2025-09-10 01:34:13.605000000,75501330,348534525.0,,,,1,,0.0,670475952,936786bc6e49005dee61fdb3f415c7f7,,,2025-09-18 06:18:28.341000000,2025-09-18 06:18:28.341000000,,1,Customer Pipeline,Kickoff
,,,,158053372626,158053372626,2025-10-02 19:51:18.952000000,MjAyNS0xMC0wMlQxODoxNjowMS4xMTQzMzkrMDA6MDB8fDkyY2I1MzE5LTA2ZjctNTJlNy1iZDNlLWJmZjRkZjUzOGJkOQ==,2025-10-02 23:16:01.114339000,ADDED,2025-10-02 23:16:01.114339000,,,,2025-09-10 01:34:05.655000000,2025-09-10 01:34:13.605000000,0,,"Juniper Systems, - Plena Customer",983301681,newbusiness,,0.0,348534525.0,0,75501330,348534525.0,OFFLINE,OFFLINE,OFFLINE,EXTENSION,EXTENSION,EXTENSION,userId:75501330,userId:75501330,userId:75501330,2025-09-06 19:22:00,2025-09-06 19:22:00,2025-09-06 19:22:00,OFFLINE,EXTENSION,userId:75501330,348534525.0,,0,0,0,0,0,,75501330,2025-09-10 01:34:13.605000000,0.0,37.0,0.2,0.2,,,,False,0,False,False,False,True,1,,2025-10-02 19:51:18.952000000,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,,158053372626,CRM_UI,userId:75501330,CRM_UI,75501330,,1757450053605,152261879498.0,,,,,75501330,75501330,,,,,,,,,,,,,2025-09-10 01:34:13.605000000,,,,,,,,2025-09-10 01:34:13.605000000,,,,,,,,,,,,,,,,,,,,,2025-09-10 01:34:13.605000000,,2025-09-10 01:34:13.605000000,75501330,348534525.0,,,,1,,0.0,670475952,e37ad5691499abd2c262ece902610bd7,,,2025-10-02 19:51:18.952000000,2025-10-02 19:51:18.952000000,,2,Customer Pipeline,Kickoff
,,,,158053372633,158053372633,2025-09-18 06:19:29.781000000,,,,,,,,2025-09-10 01:34:56.389000000,2025-09-10 01:35:05.434000000,0,,Zayndu - Plena Customer ,983301681,newbusiness,,0.0,348534525.0,0,75501330,348534525.0,OFFLINE,OFFLINE,OFFLINE,EXTENSION,EXTENSION,EXTENSION,userId:75501330,userId:75501330,userId:75501330,2025-09-06 19:35:00,2025-09-06 19:35:00,2025-09-06 19:35:00,OFFLINE,EXTENSION,userId:75501330,348534525.0,,0,0,0,0,0,,75501330,2025-09-10 01:35:05.434000000,0.0,40.0,0.2,0.2,0.0,,,False,0,False,False,False,True,1,,2025-09-18 06:19:29.781000000,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,,158053372633,CRM_UI,userId:75501330,CRM_UI,75501330,,1757450105434,152996087531.0,,,,,75501330,75501330,,,,,,,,,,,,,2025-09-10 01:35:05.434000000,,,,,,,,2025-09-10 01:35:05.434000000,,,,,,,,,,,,,,,,,,,,,2025-09-10 01:35:05.434000000,,2025-09-10 01:35:05.434000000,75501330,348534525.0,,,,1,,0.0,670475952,231ea6515e501417e643a8126cb6d6ff,,,2025-09-18 06:19:29.781000000,2025-09-18 06:19:29.781000000,,1,Customer Pipeline,Kickoff
,,,,158053372633,158053372633,2025-10-02 19:50:06.140000000,MjAyNS0xMC0wMlQxODoxNjowMS4xMTQzMzkrMDA6MDB8fGRiNWZmYTNkLWQwZjQtNTgwMi05ZjU3LTRkOTVjNjYwNmYyYQ==,2025-10-02 23:16:01.114339000,ADDED,2025-10-02 23:16:01.114339000,,,,2025-09-10 01:34:56.389000000,2025-09-10 01:35:05.434000000,0,,Zayndu - Plena Customer ,983301681,newbusiness,,0.0,348534525.0,0,75501330,348534525.0,OFFLINE,OFFLINE,OFFLINE,EXTENSION,EXTENSION,EXTENSION,userId:75501330,userId:75501330,userId:75501330,2025-09-06 19:35:00,2025-09-06 19:35:00,2025-09-06 19:35:00,OFFLINE,EXTENSION,userId:75501330,348534525.0,,0,0,0,0,0,,75501330,2025-09-10 01:35:05.434000000,0.0,37.0,0.2,0.2,,,,False,0,False,False,False,True,1,,2025-10-02 19:50:06.140000000,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,,158053372633,CRM_UI,userId:75501330,CRM_UI,75501330,,1757450105434,152996087531.0,,,,,75501330,75501330,,,,,,,,,,,,,2025-09-10 01:35:05.434000000,,,,,,,,2025-09-10 01:35:05.434000000,,,,,,,,,,,,,,,,,,,,,2025-09-10 01:35:05.434000000,,2025-09-10 01:35:05.434000000,75501330,348534525.0,,,,1,,0.0,670475952,6f528d2bf0306f3d8dd0610a369c3cf0,,,2025-10-02 19:50:06.140000000,2025-10-02 19:50:06.140000000,,2,Customer Pipeline,Kickoff
,,,,158053372662,158053372662,2025-09-18 06:19:58.505000000,,,,,,,,2025-09-10 01:37:12.322000000,2025-09-10 01:37:34.557000000,0,,MRMK - Plena Customer,983301681,newbusiness,,0.0,,0,1960206904,,OFFLINE,OFFLINE,OFFLINE,EXTENSION,EXTENSION,EXTENSION,userId:75501330,userId:75501330,userId:75501330,2025-09-06 19:36:00,2025-09-06 19:36:00,2025-09-06 19:36:00,OFFLINE,EXTENSION,userId:75501330,,,0,0,0,0,0,,75501330,2025-09-10 01:37:34.557000000,0.0,39.0,0.2,0.2,0.0,,,False,0,False,False,False,True,1,,2025-09-18 06:19:58.505000000,,,,,,,,,0-49-195788254931,,,0,0,0,0,0,0.0,0.0,0.0,0.0,,158053372662,CRM_UI,userId:75501330,CRM_UI,75501330,,1757450254557,152817463005.0,,,,,75501330,69585923,,,,,,,,,,,,,2025-09-10 01:37:34.557000000,,,,,,,,2025-09-10 01:37:34.557000000,,,,,,,,,,,,,,,,,,,,,2025-09-10 01:37:34.557000000,,2025-09-10 01:37:34.557000000,1960206904,,2025-09-12 04:11:29.379000000,2025-09-12 04:11:29.379000000,,2,1.0,1.0,670475952,0e2a3e33bb219c552338878a0ac536d5,,,2025-09-18 06:19:58.505000000,2025-09-18 06:19:58.505000000,,1,Customer Pipeline,Kickoff
,,,,158053372662,158053372662,2025-10-02 19:50:13.641000000,MjAyNS0xMC0wMlQxODoxNjowMS4xMTQzMzkrMDA6MDB8fGI2OTJlOWY3LTFjNjktNTFiZi1hNjJhLWExZGE3N2VlMzEwMg==,2025-10-02 23:16:01.114339000,ADDED,2025-10-02 23:16:01.114339000,,,,2025-09-10 01:37:12.322000000,2025-09-10 01:37:34.557000000,0,,MRMK - Plena Customer,983301681,newbusiness,,0.0,,0,1960206904,,OFFLINE,OFFLINE,OFFLINE,EXTENSION,EXTENSION,EXTENSION,userId:75501330,userId:75501330,userId:75501330,2025-09-06 19:36:00,2025-09-06 19:36:00,2025-09-06 19:36:00,OFFLINE,EXTENSION,userId:75501330,,,0,0,0,0,0,,75501330,2025-09-10 01:37:34.557000000,0.0,33.0,0.2,0.2,,,,False,0,False,False,False,True,1,,2025-10-02 19:50:13.641000000,,,,,,,,,0-49-195788254931,,,0,0,0,0,0,0.0,0.0,0.0,0.0,,158053372662,CRM_UI,userId:75501330,CRM_UI,75501330,,1757450254557,152817463005.0,,,,,75501330,69585923,,,,,,,,,,,,,2025-09-10 01:37:34.557000000,,,,,,,,2025-09-10 01:37:34.557000000,,,,,,,,,,,,,,,,,,,,,2025-09-10 01:37:34.557000000,,2025-09-10 01:37:34.557000000,1960206904,,2025-09-12 04:11:29.379000000,2025-09-12 04:11:29.379000000,,2,1.0,1.0,670475952,9c8262d4f93b04423514da9d35ecdd12,,,2025-10-02 19:50:13.641000000,2025-10-02 19:50:13.641000000,,2,Customer Pipeline,Kickoff
,,,,158110616303,158110616303,2025-09-18 06:20:46.834000000,,,,,,,,2025-09-10 01:31:49.933000000,2025-09-10 01:32:21.399000000,0,,Legado Leadership Development - Plena Customer,983301681,,,0.0,,0,1960206904,,OFFLINE,OFFLINE,OFFLINE,EXTENSION,EXTENSION,EXTENSION,userId:75501330,userId:75501330,userId:75501330,2025-09-06 19:20:00,2025-09-06 19:20:00,2025-09-06 19:20:00,OFFLINE,EXTENSION,userId:75501330,,,0,0,0,0,0,,75501330,2025-09-10 01:32:21.399000000,0.0,32.0,0.2,0.2,0.0,,,False,0,False,False,False,True,1,,2025-09-18 06:20:46.834000000,,,,,,,,,0-49-195834743524,,,0,0,0,0,0,0.0,0.0,0.0,0.0,,158110616303,CRM_UI,userId:75501330,CRM_UI,75501330,,1757449941399,154335055596.0,,,,,75501330,69585923,,,,,,,,,,,,,2025-09-10 01:32:21.399000000,,,,,,,,2025-09-10 01:32:21.399000000,,,,,,,,,,,,,,,,,,,,,2025-09-10 01:32:21.399000000,,2025-09-10 01:32:21.399000000,1960206904,,2025-09-12 04:09:56.673000000,2025-09-12 04:09:56.673000000,,1,1.0,1.0,670475952,8211ee8bf8f5d68d67c4c67925c85ee9,,,2025-09-18 06:20:46.834000000,2025-09-18 06:20:46.834000000,,1,Customer Pipeline,Kickoff
,,,,158110616303,158110616303,2025-10-02 19:50:53.261000000,MjAyNS0xMC0wMlQxODoxNjowMS4xMTQzMzkrMDA6MDB8fDhhNGJiYTA5LTYyNjktNWE1YS05OTJkLTU0N2NmODdjZTUwOA==,2025-10-02 23:16:01.114339000,ADDED,2025-10-02 23:16:01.114339000,,,,2025-09-10 01:31:49.933000000,2025-09-10 01:32:21.399000000,0,,Legado Leadership Development - Plena Customer,983301681,,,0.0,,0,1960206904,,OFFLINE,OFFLINE,OFFLINE,EXTENSION,EXTENSION,EXTENSION,userId:75501330,userId:75501330,userId:75501330,2025-09-06 19:20:00,2025-09-06 19:20:00,2025-09-06 19:20:00,OFFLINE,EXTENSION,userId:75501330,,,0,0,0,0,0,,75501330,2025-09-10 01:32:21.399000000,0.0,27.0,0.2,0.2,,,,False,0,False,False,False,True,1,,2025-10-02 19:50:53.261000000,,,,,,,,,0-49-195834743524,,,0,0,0,0,0,0.0,0.0,0.0,0.0,,158110616303,CRM_UI,userId:75501330,CRM_UI,75501330,,1757449941399,154335055596.0,,,,,75501330,69585923,,,,,,,,,,,,,2025-09-10 01:32:21.399000000,,,,,,,,2025-09-10 01:32:21.399000000,,,,,,,,,,,,,,,,,,,,,2025-09-10 01:32:21.399000000,,2025-09-10 01:32:21.399000000,1960206904,,2025-09-12 04:09:56.673000000,2025-09-12 04:09:56.673000000,,1,1.0,1.0,670475952,326e82afbfbff7e7710823a6843adf0e,,,2025-10-02 19:50:53.261000000,2025-10-02 19:50:53.261000000,,2,Customer Pipeline,Kickoff
,,,,158110617300,158110617300,2025-09-18 06:19:18.912000000,,,,,,,,2025-09-10 01:35:48.277000000,2025-09-10 01:36:12.655000000,0,,ISBA Mutual Insurance - Plena Customer ,983301681,newbusiness,,0.0,,0,1960206904,,OFFLINE,OFFLINE,OFFLINE,EXTENSION,EXTENSION,EXTENSION,userId:75501330,userId:75501330,userId:75501330,2025-09-06 19:36:00,2025-09-06 19:36:00,2025-09-06 19:36:00,OFFLINE,EXTENSION,userId:75501330,,,0,0,0,0,0,,75501330,2025-09-10 01:36:12.655000000,0.0,38.0,0.2,0.2,0.0,,,False,0,False,False,False,True,1,,2025-09-18 06:19:18.912000000,,,,,,,,,0-49-195727306426,,,0,0,0,0,0,0.0,0.0,0.0,0.0,,158110617300,CRM_UI,userId:75501330,CRM_UI,75501330,,1757450172655,152261881573.0,,,,,75501330,69585923,,,,,,,,,,,,,2025-09-10 01:36:12.655000000,,,,,,,,2025-09-10 01:36:12.655000000,,,,,,,,,,,,,,,,,,,,,2025-09-10 01:36:12.655000000,,2025-09-10 01:36:12.655000000,1960206904,,2025-09-12 03:30:16,2025-09-12 03:30:16,,3,1.0,1.0,670475952,274ae2f04f29074bb774d40952abd46e,,,2025-09-18 06:19:18.912000000,2025-09-18 06:19:18.912000000,,1,Customer Pipeline,Kickoff
,,,,158110617300,158110617300,2025-10-02 19:50:37.604000000,MjAyNS0xMC0wMlQxODoxNjowMS4xMTQzMzkrMDA6MDB8fDBmNzhhMWZlLTUxYWMtNWUwZi1iMWM2LTI3NTRhMmJhNmRiZA==,2025-10-02 23:16:01.114339000,ADDED,2025-10-02 23:16:01.114339000,,,,2025-09-10 01:35:48.277000000,2025-09-10 01:36:12.655000000,0,,ISBA Mutual Insurance - Plena Customer ,983301681,newbusiness,,0.0,,0,1960206904,,OFFLINE,OFFLINE,OFFLINE,EXTENSION,EXTENSION,EXTENSION,userId:75501330,userId:75501330,userId:75501330,2025-09-06 19:36:00,2025-09-06 19:36:00,2025-09-06 19:36:00,OFFLINE,EXTENSION,userId:75501330,,,0,0,0,0,0,,75501330,2025-09-10 01:36:12.655000000,0.0,33.0,0.2,0.2,,,,False,0,False,False,False,True,1,,2025-10-02 19:50:37.604000000,,,,,,,,,0-49-195727306426,,,0,0,0,0,0,0.0,0.0,0.0,0.0,,158110617300,CRM_UI,userId:75501330,CRM_UI,75501330,,1757450172655,152261881573.0,,,,,75501330,69585923,,,,,,,,,,,,,2025-09-10 01:36:12.655000000,,,,,,,,2025-09-10 01:36:12.655000000,,,,,,,,,,,,,,,,,,,,,2025-09-10 01:36:12.655000000,,2025-09-10 01:36:12.655000000,1960206904,,2025-09-12 03:30:16.711000000,2025-09-12 03:30:16.711000000,,3,1.0,1.0,670475952,2e571136c85e64ba7e0a868a77761efc,,,2025-10-02 19:50:37.604000000,2025-10-02 19:50:37.604000000,,2,Customer Pipeline,Kickoff
